effect_id,master_id,analysis_cell,microcell_id,predictor,outcome,time,effect_measure,threshold,source_type,umbrella_role,selected_as_anchor,own_cohort_or_hybrid_excluded,exact_microcell_fields_present,complete_estimate_and_interval,paired_accuracy_reporting_available,robis_consensus_overall,primary_study_list_status,n_unique_primary_studies,studies_k,participants_n,search_end_date,year,selection_or_exclusion_reason,hierarchy
FE-0133,FT-021,AI_MODELS,AI_MODELS | AI models reporting AUC | Shunt response | Varied | AUC range | NR,AI models reporting AUC,Shunt response,Varied,AUC range,NR,CODEX_COMPLEMENTARY_EXTRACTION,EXPLORATORY_NO_POOL,False,False,True,True,False,UNCLEAR,INCOMPLETE_OR_PLACEHOLDER,8,4,NR,NR,2024,Exploratory or non-comparable estimate; retained descriptively and not eligible as an anchor.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0020,FT-007,NEUROPSYCHIATRIC_OUTCOMES,NEUROPSYCHIATRIC_OUTCOMES | iNPH vs control | Depression severity | Baseline | Hedges g | NR,iNPH vs control,Depression severity,Baseline,Hedges g,,SYSTEMATIC_REVIEW_COMPONENT,SUPPORTING_CONCORDANCE_ONLY,False,False,True,True,False,LOW,INCOMPLETE_OR_PLACEHOLDER,22,NR,NR,23 October 2024,2026,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0127,FT-011,OTHER,OTHER | Temporal gamma EEG pattern | Predictive accuracy | Varied | Sensitivity | NR,Temporal gamma EEG pattern,Predictive accuracy,Varied,Sensitivity,NR,CODEX_COMPLEMENTARY_EXTRACTION,SUPPORTING_CONCORDANCE_ONLY,False,False,True,False,True,HIGH,INCOMPLETE_OR_PLACEHOLDER,10,1,NR,March 2023,2025,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0128,FT-011,OTHER,OTHER | Temporal gamma EEG pattern | Predictive accuracy | Varied | Specificity | NR,Temporal gamma EEG pattern,Predictive accuracy,Varied,Specificity,NR,CODEX_COMPLEMENTARY_EXTRACTION,SUPPORTING_CONCORDANCE_ONLY,False,False,True,False,True,HIGH,INCOMPLETE_OR_PLACEHOLDER,10,1,NR,March 2023,2025,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0024,FT-010,ROUT_THRESHOLDS,ROUT_THRESHOLDS | Lumbar infusion test—Rout | Shunt nonresponse | 3–12 months | NPV at 65% response prevalence | Rout >12 mmHg/mL/min,Lumbar infusion test—Rout,Shunt nonresponse,3–12 months,NPV at 65% response prevalence,Rout >12 mmHg/mL/min,SYSTEMATIC_REVIEW_COMPONENT,ANCHOR_ESTIMATE_FOR_CELL,True,False,True,True,True,HIGH,INCOMPLETE_OR_PLACEHOLDER,5,5,NR,NR,2025,"Selected after exact microcell matching and two-reviewer adjudication using reporting completeness, lower ROBIS, usable primary-study lists/overlap data, evidence-base size and search recency; magnitude and direction were not selection criteria.","1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0027,FT-010,ROUT_THRESHOLDS,ROUT_THRESHOLDS | Lumbar infusion test—Rout | Shunt nonresponse | 3–12 months | NPV at 65% response prevalence | Rout >14 mmHg/mL/min,Lumbar infusion test—Rout,Shunt nonresponse,3–12 months,NPV at 65% response prevalence,Rout >14 mmHg/mL/min,SYSTEMATIC_REVIEW_COMPONENT,ANCHOR_ESTIMATE_FOR_CELL,True,False,True,True,True,HIGH,INCOMPLETE_OR_PLACEHOLDER,5,5,NR,NR,2025,"Selected after exact microcell matching and two-reviewer adjudication using reporting completeness, lower ROBIS, usable primary-study lists/overlap data, evidence-base size and search recency; magnitude and direction were not selection criteria.","1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0030,FT-010,ROUT_THRESHOLDS,ROUT_THRESHOLDS | Lumbar infusion test—Rout | Shunt nonresponse | 3–12 months | NPV at 65% response prevalence | Rout >18 mmHg/mL/min,Lumbar infusion test—Rout,Shunt nonresponse,3–12 months,NPV at 65% response prevalence,Rout >18 mmHg/mL/min,SYSTEMATIC_REVIEW_COMPONENT,ANCHOR_ESTIMATE_FOR_CELL,True,False,True,True,True,HIGH,INCOMPLETE_OR_PLACEHOLDER,5,5,NR,NR,2025,"Selected after exact microcell matching and two-reviewer adjudication using reporting completeness, lower ROBIS, usable primary-study lists/overlap data, evidence-base size and search recency; magnitude and direction were not selection criteria.","1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0022,FT-010,ROUT_THRESHOLDS,ROUT_THRESHOLDS | Lumbar infusion test—Rout | Shunt response | 3–12 months | Sensitivity | Rout >12 mmHg/mL/min,Lumbar infusion test—Rout,Shunt response,3–12 months,Sensitivity,Rout >12 mmHg/mL/min,SYSTEMATIC_REVIEW_COMPONENT,ANCHOR_ESTIMATE_FOR_CELL,True,False,True,True,True,HIGH,INCOMPLETE_OR_PLACEHOLDER,5,5,Study N 17–127,NR,2025,"Selected after exact microcell matching and two-reviewer adjudication using reporting completeness, lower ROBIS, usable primary-study lists/overlap data, evidence-base size and search recency; magnitude and direction were not selection criteria.","1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0025,FT-010,ROUT_THRESHOLDS,ROUT_THRESHOLDS | Lumbar infusion test—Rout | Shunt response | 3–12 months | Sensitivity | Rout >14 mmHg/mL/min,Lumbar infusion test—Rout,Shunt response,3–12 months,Sensitivity,Rout >14 mmHg/mL/min,SYSTEMATIC_REVIEW_COMPONENT,ANCHOR_ESTIMATE_FOR_CELL,True,False,True,True,True,HIGH,INCOMPLETE_OR_PLACEHOLDER,5,5,Study N 17–127,NR,2025,"Selected after exact microcell matching and two-reviewer adjudication using reporting completeness, lower ROBIS, usable primary-study lists/overlap data, evidence-base size and search recency; magnitude and direction were not selection criteria.","1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0028,FT-010,ROUT_THRESHOLDS,ROUT_THRESHOLDS | Lumbar infusion test—Rout | Shunt response | 3–12 months | Sensitivity | Rout >18 mmHg/mL/min,Lumbar infusion test—Rout,Shunt response,3–12 months,Sensitivity,Rout >18 mmHg/mL/min,SYSTEMATIC_REVIEW_COMPONENT,ANCHOR_ESTIMATE_FOR_CELL,True,False,True,True,True,HIGH,INCOMPLETE_OR_PLACEHOLDER,5,5,Study N 17–127,NR,2025,"Selected after exact microcell matching and two-reviewer adjudication using reporting completeness, lower ROBIS, usable primary-study lists/overlap data, evidence-base size and search recency; magnitude and direction were not selection criteria.","1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0023,FT-010,ROUT_THRESHOLDS,ROUT_THRESHOLDS | Lumbar infusion test—Rout | Shunt response | 3–12 months | Specificity | Rout >12 mmHg/mL/min,Lumbar infusion test—Rout,Shunt response,3–12 months,Specificity,Rout >12 mmHg/mL/min,SYSTEMATIC_REVIEW_COMPONENT,ANCHOR_ESTIMATE_FOR_CELL,True,False,True,True,True,HIGH,INCOMPLETE_OR_PLACEHOLDER,5,5,Study N 17–127,NR,2025,"Selected after exact microcell matching and two-reviewer adjudication using reporting completeness, lower ROBIS, usable primary-study lists/overlap data, evidence-base size and search recency; magnitude and direction were not selection criteria.","1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0026,FT-010,ROUT_THRESHOLDS,ROUT_THRESHOLDS | Lumbar infusion test—Rout | Shunt response | 3–12 months | Specificity | Rout >14 mmHg/mL/min,Lumbar infusion test—Rout,Shunt response,3–12 months,Specificity,Rout >14 mmHg/mL/min,SYSTEMATIC_REVIEW_COMPONENT,ANCHOR_ESTIMATE_FOR_CELL,True,False,True,True,True,HIGH,INCOMPLETE_OR_PLACEHOLDER,5,5,Study N 17–127,NR,2025,"Selected after exact microcell matching and two-reviewer adjudication using reporting completeness, lower ROBIS, usable primary-study lists/overlap data, evidence-base size and search recency; magnitude and direction were not selection criteria.","1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0029,FT-010,ROUT_THRESHOLDS,ROUT_THRESHOLDS | Lumbar infusion test—Rout | Shunt response | 3–12 months | Specificity | Rout >18 mmHg/mL/min,Lumbar infusion test—Rout,Shunt response,3–12 months,Specificity,Rout >18 mmHg/mL/min,SYSTEMATIC_REVIEW_COMPONENT,ANCHOR_ESTIMATE_FOR_CELL,True,False,True,True,True,HIGH,INCOMPLETE_OR_PLACEHOLDER,5,5,Study N 17–127,NR,2025,"Selected after exact microcell matching and two-reviewer adjudication using reporting completeness, lower ROBIS, usable primary-study lists/overlap data, evidence-base size and search recency; magnitude and direction were not selection criteria.","1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0093,FT-044,ROUT_THRESHOLDS,ROUT_THRESHOLDS | Resistance to CSF outflow | Shunt nonresponse | Varied | NPV | Rout >10 mmHg/mL/min,Resistance to CSF outflow,Shunt nonresponse,Varied,NPV,Rout >10 mmHg/mL/min,SYSTEMATIC_REVIEW_COMPONENT,SUPPORTING_CONCORDANCE_ONLY,False,False,True,False,True,HIGH,COMPLETE_FOR_CCA,9,varies,389,9 January 2014,2015,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0096,FT-044,ROUT_THRESHOLDS,ROUT_THRESHOLDS | Resistance to CSF outflow | Shunt nonresponse | Varied | NPV | Rout >12 mmHg/mL/min,Resistance to CSF outflow,Shunt nonresponse,Varied,NPV,Rout >12 mmHg/mL/min,SYSTEMATIC_REVIEW_COMPONENT,SUPPORTING_CONCORDANCE_ONLY,False,False,True,False,True,HIGH,COMPLETE_FOR_CCA,9,varies,499,9 January 2014,2015,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0101,FT-044,ROUT_THRESHOLDS,ROUT_THRESHOLDS | Resistance to CSF outflow | Shunt nonresponse | Varied | NPV | Rout >15 mmHg/mL/min,Resistance to CSF outflow,Shunt nonresponse,Varied,NPV,Rout >15 mmHg/mL/min,SYSTEMATIC_REVIEW_COMPONENT,SUPPORTING_CONCORDANCE_ONLY,False,False,True,False,True,HIGH,COMPLETE_FOR_CCA,9,varies,NÃO EXTRAÍVEL,9 January 2014,2015,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0104,FT-044,ROUT_THRESHOLDS,ROUT_THRESHOLDS | Resistance to CSF outflow | Shunt nonresponse | Varied | NPV | Rout >18 mmHg/mL/min,Resistance to CSF outflow,Shunt nonresponse,Varied,NPV,Rout >18 mmHg/mL/min,SYSTEMATIC_REVIEW_COMPONENT,SUPPORTING_CONCORDANCE_ONLY,False,False,True,False,True,HIGH,COMPLETE_FOR_CCA,9,varies,NÃO EXTRAÍVEL,9 January 2014,2015,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0091,FT-044,ROUT_THRESHOLDS,ROUT_THRESHOLDS | Resistance to CSF outflow | Shunt response | Varied | OR | Rout >10 mmHg/mL/min,Resistance to CSF outflow,Shunt response,Varied,OR,Rout >10 mmHg/mL/min,SYSTEMATIC_REVIEW_COMPONENT,SUPPORTING_CONCORDANCE_ONLY,False,False,True,False,True,HIGH,COMPLETE_FOR_CCA,9,7 for 10; 9 for 18; varies,389,9 January 2014,2015,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0094,FT-044,ROUT_THRESHOLDS,ROUT_THRESHOLDS | Resistance to CSF outflow | Shunt response | Varied | OR | Rout >12 mmHg/mL/min,Resistance to CSF outflow,Shunt response,Varied,OR,Rout >12 mmHg/mL/min,SYSTEMATIC_REVIEW_COMPONENT,SUPPORTING_CONCORDANCE_ONLY,False,False,True,False,True,HIGH,COMPLETE_FOR_CCA,9,7 for 10; 9 for 18; varies,499,9 January 2014,2015,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0099,FT-044,ROUT_THRESHOLDS,ROUT_THRESHOLDS | Resistance to CSF outflow | Shunt response | Varied | OR | Rout >15 mmHg/mL/min,Resistance to CSF outflow,Shunt response,Varied,OR,Rout >15 mmHg/mL/min,SYSTEMATIC_REVIEW_COMPONENT,SUPPORTING_CONCORDANCE_ONLY,False,False,True,False,True,HIGH,COMPLETE_FOR_CCA,9,7 for 10; 9 for 18; varies,NÃO EXTRAÍVEL,9 January 2014,2015,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0102,FT-044,ROUT_THRESHOLDS,ROUT_THRESHOLDS | Resistance to CSF outflow | Shunt response | Varied | OR | Rout >18 mmHg/mL/min,Resistance to CSF outflow,Shunt response,Varied,OR,Rout >18 mmHg/mL/min,SYSTEMATIC_REVIEW_COMPONENT,SUPPORTING_CONCORDANCE_ONLY,False,False,True,False,True,HIGH,COMPLETE_FOR_CCA,9,7 for 10; 9 for 18; varies,NÃO EXTRAÍVEL,9 January 2014,2015,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0092,FT-044,ROUT_THRESHOLDS,ROUT_THRESHOLDS | Resistance to CSF outflow | Shunt response | Varied | PPV | Rout >10 mmHg/mL/min,Resistance to CSF outflow,Shunt response,Varied,PPV,Rout >10 mmHg/mL/min,SYSTEMATIC_REVIEW_COMPONENT,SUPPORTING_CONCORDANCE_ONLY,False,False,True,False,True,HIGH,COMPLETE_FOR_CCA,9,varies,389,9 January 2014,2015,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0095,FT-044,ROUT_THRESHOLDS,ROUT_THRESHOLDS | Resistance to CSF outflow | Shunt response | Varied | PPV | Rout >12 mmHg/mL/min,Resistance to CSF outflow,Shunt response,Varied,PPV,Rout >12 mmHg/mL/min,SYSTEMATIC_REVIEW_COMPONENT,SUPPORTING_CONCORDANCE_ONLY,False,False,True,False,True,HIGH,COMPLETE_FOR_CCA,9,varies,499,9 January 2014,2015,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0100,FT-044,ROUT_THRESHOLDS,ROUT_THRESHOLDS | Resistance to CSF outflow | Shunt response | Varied | PPV | Rout >15 mmHg/mL/min,Resistance to CSF outflow,Shunt response,Varied,PPV,Rout >15 mmHg/mL/min,SYSTEMATIC_REVIEW_COMPONENT,SUPPORTING_CONCORDANCE_ONLY,False,False,True,False,True,HIGH,COMPLETE_FOR_CCA,9,varies,NÃO EXTRAÍVEL,9 January 2014,2015,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0103,FT-044,ROUT_THRESHOLDS,ROUT_THRESHOLDS | Resistance to CSF outflow | Shunt response | Varied | PPV | Rout >18 mmHg/mL/min,Resistance to CSF outflow,Shunt response,Varied,PPV,Rout >18 mmHg/mL/min,SYSTEMATIC_REVIEW_COMPONENT,SUPPORTING_CONCORDANCE_ONLY,False,False,True,False,True,HIGH,COMPLETE_FOR_CCA,9,varies,NÃO EXTRAÍVEL,9 January 2014,2015,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0097,FT-044,ROUT_THRESHOLDS,ROUT_THRESHOLDS | Resistance to CSF outflow | Shunt response | Varied | Sensitivity | Rout >12 mmHg/mL/min,Resistance to CSF outflow,Shunt response,Varied,Sensitivity,Rout >12 mmHg/mL/min,SYSTEMATIC_REVIEW_COMPONENT,SUPPORTING_CONCORDANCE_ONLY,False,False,True,False,True,HIGH,COMPLETE_FOR_CCA,9,9,499,9 January 2014,2015,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0098,FT-044,ROUT_THRESHOLDS,ROUT_THRESHOLDS | Resistance to CSF outflow | Shunt response | Varied | Specificity | Rout >12 mmHg/mL/min,Resistance to CSF outflow,Shunt response,Varied,Specificity,Rout >12 mmHg/mL/min,SYSTEMATIC_REVIEW_COMPONENT,SUPPORTING_CONCORDANCE_ONLY,False,False,True,False,True,HIGH,COMPLETE_FOR_CCA,9,9,499,9 January 2014,2015,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0061,FT-028,STRUCTURAL_IMAGING,STRUCTURAL_IMAGING | CT cisternography | Shunt responder vs nonresponder | Varied | Pooled DOR | Study-specific,CT cisternography,Shunt responder vs nonresponder,Varied,Pooled DOR,Study-specific,SYSTEMATIC_REVIEW_COMPONENT,ANCHOR_ESTIMATE_FOR_CELL,True,False,True,False,False,HIGH,INCOMPLETE_OR_PLACEHOLDER,28,NÃO EXTRAÍVEL,NR,NR,2023,"Selected after exact microcell matching and two-reviewer adjudication using reporting completeness, lower ROBIS, usable primary-study lists/overlap data, evidence-base size and search recency; magnitude and direction were not selection criteria.","1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0058,FT-028,STRUCTURAL_IMAGING,STRUCTURAL_IMAGING | Callosal angle | Shunt responder vs nonresponder | Varied | DOR | Study-specific,Callosal angle,Shunt responder vs nonresponder,Varied,DOR,Study-specific,SYSTEMATIC_REVIEW_COMPONENT,ANCHOR_ESTIMATE_FOR_CELL,True,False,True,False,False,HIGH,INCOMPLETE_OR_PLACEHOLDER,28,Callosal angle 5; PVWM 3,NR,NR,2023,"Selected after exact microcell matching and two-reviewer adjudication using reporting completeness, lower ROBIS, usable primary-study lists/overlap data, evidence-base size and search recency; magnitude and direction were not selection criteria.","1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0062,FT-028,STRUCTURAL_IMAGING,STRUCTURAL_IMAGING | Cerebral blood flow | Shunt responder vs nonresponder | Varied | Pooled DOR | Study-specific,Cerebral blood flow,Shunt responder vs nonresponder,Varied,Pooled DOR,Study-specific,SYSTEMATIC_REVIEW_COMPONENT,ANCHOR_ESTIMATE_FOR_CELL,True,False,True,False,False,HIGH,INCOMPLETE_OR_PLACEHOLDER,28,NÃO EXTRAÍVEL,NR,NR,2023,"Selected after exact microcell matching and two-reviewer adjudication using reporting completeness, lower ROBIS, usable primary-study lists/overlap data, evidence-base size and search recency; magnitude and direction were not selection criteria.","1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0142,FT-032,STRUCTURAL_IMAGING,STRUCTURAL_IMAGING | DESH | Discrimination | Varied | AUC | NR,DESH,Discrimination,Varied,AUC,NR,CODEX_COMPLEMENTARY_EXTRACTION,ANCHOR_ESTIMATE_FOR_CELL,True,False,True,True,True,HIGH,INCOMPLETE_OR_PLACEHOLDER,10,10,NR,NR,2021,"Selected after exact microcell matching and two-reviewer adjudication using reporting completeness, lower ROBIS, usable primary-study lists/overlap data, evidence-base size and search recency; magnitude and direction were not selection criteria.","1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0143,FT-032,STRUCTURAL_IMAGING,STRUCTURAL_IMAGING | DESH | Prevalence in iNPH | Varied | Proportion | NR,DESH,Prevalence in iNPH,Varied,Proportion,NR,CODEX_COMPLEMENTARY_EXTRACTION,ANCHOR_ESTIMATE_FOR_CELL,True,False,True,True,True,HIGH,INCOMPLETE_OR_PLACEHOLDER,10,10,NR,NR,2021,"Selected after exact microcell matching and two-reviewer adjudication using reporting completeness, lower ROBIS, usable primary-study lists/overlap data, evidence-base size and search recency; magnitude and direction were not selection criteria.","1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
